CODIGO,NOMBRE,EMBALSE,X,Y,DEMARC,CAUCE,GOOGLE,OPENSTREETMAP,WIKIDATA,PROVINCIA,CCAA,TIPO,COTA_CORON,ALT_CIMIEN,INFORME
9310014,EUGUI,Embalse de Eugui,"429,720,260,930,001","-151,442,096,399,995",EBRO,RIO ARGA,https://www.google.com/search?kgmid=/g/11bvtzy7x_,,https://www.wikidata.org/wiki/Q12257397,Navarra,Comunidad Foral de Navarra,Presa de fábrica de gravedad (hormigón vibrado),630,51,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2726
7300017,SANTOMERA,Santomera Reservoir,"380,953,790,500,001","-108,850,565,499,995",SEGURA,RAMBLA SALADA,https://www.google.com/search?kgmid=/g/1211r6xt,,https://www.wikidata.org/wiki/Q5476272,Murcia,Región de Murcia,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2053
7300019,SANTOMERA,Santomera Reservoir,"3,809,411,349","-108,937,104,299,997",SEGURA,RAMBLA SALADA,https://www.google.com/search?kgmid=/g/1211r6xt,,https://www.wikidata.org/wiki/Q5476272,Murcia,Región de Murcia,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2055
9440002,CUEVA FORADADA,Cueva Foradada reservoir,"409,872,073,600,001","-0,692681022999977",EBRO,RÍO MARTÍN,https://www.google.com/search?kgmid=/g/1tc_sbl8,,https://www.wikidata.org/wiki/Q85913248,Teruel,Aragón,Presa de fábrica de mampostería,"581,929,999,999,999",65,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2795
1090002,ORDUNTE,ORDUNTE,"431,604,152,670,001","-328,388,846,399,997",CANTABRICO ORIENTAL,RÍO ORDUNTE,,,,Burgos,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),310,"55,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=13
1320012,CENZA,CENZA,"421,958,472,700,001","-724,682,463,199,997",MIÑO-SIL,RÍO CONSELO OU DA CENZA,,,,Ourense,Galicia,Presa de fábrica de gravedad (hormigón compactado),"1343,5","492,299,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=97
5140011,SIERRA BOYERA,Embalse de Sierra Boyera,"382,579,828,190,001","-522,281,439,599,993",GUADALQUIVIR,RÍO  GUADIATO,,,https://www.wikidata.org/wiki/Q5369459,Córdoba,Andalucía,Presa mixta,503,33,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1433
5140015,SIERRA BOYERA,Embalse de Sierra Boyera,"382,608,073,970,001","-522,164,337,099,997",GUADALQUIVIR,RÍO  GUADIATO,,,https://www.wikidata.org/wiki/Q5369459,Córdoba,Andalucía,Presa de materiales sueltos zonificada o de núcleo,"503,5","1,025",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1437
3100032,BAÑOS DE MONTEMAYOR,Baños Reservoir,"40,281,682,582","-589,538,451,999,994",TAJO,RÍO BAÑOS,,,https://www.wikidata.org/wiki/Q24174597,Cáceres,Extremadura,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=566
5180010,COLOMERA,Colomera Reservoir,"373,996,522,370,001","-372,326,104,199,993",GUADALQUIVIR,RÍO  COLOMERA,,,https://www.wikidata.org/wiki/Q12164809,Granada,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1513
4130039,GASSET,GASSET,"391,285,987,630,001","-393,764,624,399,995",GUADIANA,RIO DE LA BECEA,,,,Ciudad Real,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1127
4130005,MARISANCHEZ,MARISANCHEZ,"38,692,281,984","-327,666,098,199,995",GUADIANA,RIO JABALON,,,,Ciudad Real,Castilla - La Mancha,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1093
9500032,LAVERNE,LAVERNE,"42,088,537,789","-109,092,152,399,995",EBRO,VERTIENTE POR LA MARGEN DERECHA DEL BARRANCO DE LA CALCINA,,,,Zaragoza,Aragón,Presa de materiales sueltos zonificada o de núcleo,403,"17,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2843
4100012,RUECAS,RUECAS,"39,267,439,745","-549,598,021,299,994",GUADIANA,RIO RUECAS,,,,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1062
1360002,FRIEIRA,FRIEIRA,"421,557,461,190,001","-819,287,681,099,996",MIÑO-SIL,RÍO MIÑO,,,,Ourense,Galicia,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=168
5110032,CELEMIN,Embalse de Celemín,"36,299,322,019","-577,443,215,499,994",GUADALETE Y BARBATE,,,,https://www.wikidata.org/wiki/Q5369436,Cádiz,Andalucía,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1357
5110019,CELEMIN,Embalse de Celemín,"36,299,694,549","-577,701,724,999,997",GUADALETE Y BARBATE,RÍO CELEMÍN,,,https://www.wikidata.org/wiki/Q5369436,Cádiz,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1344
7300035,"ALGECIRAS, RAMBLA DE","ALGECIRAS, RAMBLA DE","37,887,515,039","-138,566,705,299,996",SEGURA,RAMBLA DE ALGECIRAS,,,,Murcia,Región de Murcia,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2071
1490003,SAN SEBASTIAN,SAN SEBASTIAN,"421,443,419,570,001","-694,769,548,399,995",MIÑO-SIL,RÍO BIBEI,,,,Ourense,Galicia,Presa de fábrica de contrafuertes,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=206
3100053,RIVERA DE GATA,RIVERA DE GATA,"401,331,552,600,001","-664,763,777,499,996",TAJO,RIVERA DE GATA,,,,Cáceres,Extremadura,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=587
3100055,RIVERA DE GATA,RIVERA DE GATA,"40,133,555,319","-664,914,969,899,996",TAJO,RIVERA DE GATA,,,,Cáceres,Extremadura,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=589
3100057,RIVERA DE GATA,RIVERA DE GATA,"4,013,470,955","-665,231,398,199,995",TAJO,VERTIENTE POR LA MARGEN IZQUIERDA DEL ARROYO DE PERALEJOS,,,,Cáceres,Extremadura,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=591
3100060,RIVERA DE GATA,RIVERA DE GATA,"401,363,966,490,001","-663,871,159,399,997",TAJO,RIVERA DE GATA,,,,Cáceres,Extremadura,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=594
3100058,RIVERA DE GATA,RIVERA DE GATA,"40,136,254,439","-663,615,789,899,995",TAJO,RIVERA DE GATA,,,,Cáceres,Extremadura,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=592
3100059,RIVERA DE GATA,RIVERA DE GATA,"401,343,097,810,001","-662,565,077,899,995",TAJO,RIVERA DE GATA,,,,Cáceres,Extremadura,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=593
3100012,RIVERA DE GATA,RIVERA DE GATA,"40,134,844,602","-663,285,012,399,996",TAJO,RIVERA DE GATA,,,,Cáceres,Extremadura,Presa de materiales sueltos zonificada o de núcleo,"345,5","56,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=546
9440009,SANTOLEA,Santolea Reservoir,"40,772,565,747","-0,31769404299996",EBRO,RÍO GUADALOPE,,,https://www.wikidata.org/wiki/Q23992526,Teruel,Aragón,Presa de fábrica de gravedad (hormigón vibrado),"58,435","50,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2802
8120002,SICHAR,SICHAR,"400,100,628,180,001","-0,231145701999935",JUCAR,RIU MIJARES,,,,Castelló/Castellón,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),"167,5",58,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2258
3280003,RIOSEQUILLO,Riosequillo Reservoir,"409,846,013,600,001","-364,825,393,599,995",TAJO,RÍO LOZOYA,https://www.google.com/search?kgmid=/g/12221s57,,https://www.wikidata.org/wiki/Q2834413,Madrid,Comunidad de Madrid,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=782
4130018,PEÑARROYA,Peñarroya Dam,"390,603,072,490,001","-300,679,625,799,995",GUADIANA,RIO GUADIANA,https://www.google.com/search?kgmid=/g/11fv3ymg__,,https://www.wikidata.org/wiki/Q97172835,Ciudad Real,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1106
3190011,BELEÑA,BELEÑA,"409,338,651,420,001","-319,600,748,099,998",TAJO,RÍO SORBE,,,,Guadalajara,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=747
3280031,PUENTES VIEJAS,Puentes Viejas Reservoir,"409,931,510,110,001","-357,146,299,099,998",TAJO,RÍO LOZOYA,https://www.google.com/search?kgmid=/g/1217c8ps,,https://www.wikidata.org/wiki/Q8775374,Madrid,Comunidad de Madrid,Presa de fábrica de gravedad (hormigón vibrado),"95,522","662,199,999,999,999",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=808
3100021,VALDEOBISPO,VALDEOBISPO,"40,099,036,471","-625,053,019,799,998",TAJO,RÍO ALAGÓN,,,,Cáceres,Extremadura,Presa de fábrica de gravedad (hormigón vibrado),312,57,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=555
5230002,"BOLERA, LA","BOLERA, LA","377,622,489,710,001","-290,313,354,799,997",GUADALQUIVIR,RÍO  GUADALENTÍN,,,,Jaén,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1538
6180001,BEZNAR,Embalse de Béznar,"369,152,042,690,001","-354,016,190,699,997",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO ÍZBOR,,,https://www.wikidata.org/wiki/Q3374703,Granada,Andalucía,Presa de fábrica de bóveda,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1950
9440007,CALANDA,CALANDA,"409,154,746,140,001","-0,211212751999938",EBRO,RÍO GUADALOPE,,,,Teruel,Aragón,Presa de materiales sueltos zonificada o de núcleo,"443,5","63,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2800
2400015,LINARES DEL ARROYO,LINARES DEL ARROYO,"41,527,351,971","-355,592,977,299,995",DUERO,RÍO RIAZA,,,,Segovia,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=420
3190032,"VADO, EL",El Vado Reservoir,"410,034,892,630,001","-330,090,199,199,998",TAJO,RÍO JARAMA,https://www.google.com/search?kgmid=/g/121y9t2q,,https://www.wikidata.org/wiki/Q8775322,Guadalajara,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=767
3190029,"VADO, EL",El Vado Reservoir,"41,002,339,229","-329,625,935,399,997",TAJO,RÍO JARAMA,https://www.google.com/search?kgmid=/g/121y9t2q,,https://www.wikidata.org/wiki/Q8775322,Guadalajara,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=764
5410085,"MINILLA, LA","MINILLA, LA","37,664,790,501","-618,562,063,899,998",GUADALQUIVIR,RIVERA DE HUELVA,,,,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1728
5180022,FRANCISCO ABELLAN,Embalse de Francisco Abellán,"373,127,246,610,001","-325,361,574,599,998",GUADALQUIVIR,RÍO  FARDES,,,https://www.wikidata.org/wiki/Q5369442,Granada,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1525
4210059,"SANCHO, EL","SANCHO, EL","374,610,614,040,001","-698,278,512,099,995","TINTO, ODIEL Y PIEDRAS",RIVERA DE MECA,,,,Huelva,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1263
3280010,"PARDO, EL",El Pardo Reservoir,"405,387,773,260,001","-378,893,109,799,998",TAJO,RÍO MANZANARES,https://www.google.com/search?kgmid=/g/121rjkdh,,https://www.wikidata.org/wiki/Q5830456,Madrid,Comunidad de Madrid,Presa de materiales sueltos homogénea,632,35,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=789
4210052,JARRAMA,JARRAMA,"37,667,643,459","-650,982,948,899,997","TINTO, ODIEL Y PIEDRAS",RIVERA DEL JARRAMA,,,,Huelva,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1256
9220049,MONTEARAGON,Montearagón reservoir,"4,218,258,301","-0,361405771999955",EBRO,RÍO FLUMEN,https://www.google.com/search?kgmid=/g/11hfgklglc,,https://www.wikidata.org/wiki/Q91314392,Huesca,Aragón,Presa de fábrica de arco-gravedad,585,86,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2464
1310003,AÑARBE,AÑARBE,"4,321,230,153","-187,524,544,699,994",CANTABRICO ORIENTAL,AÑARBE IBAIA O ENOBIETAKU ERREKA,,,,Gipuzkoa/Guipúzcoa,País Vasco,Presa de fábrica de arco-gravedad,"163,5","79,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=78
1310001,AÑARBE,AÑARBE,"432,126,734,980,001","-187,827,944,599,996",CANTABRICO ORIENTAL,AÑARBE IBAIA O ENOBIETAKU ERREKA,,,,Gipuzkoa/Guipúzcoa,País Vasco,Presa de fábrica de gravedad (hormigón vibrado),"162,5","7,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=76
3450033,CASTREJON,Castrejón Reservoir,"39,833,565,075","-429,494,820,899,993",TAJO,RÍO TAJO,,https://www.openstreetmap.org/relation/5824854,https://www.wikidata.org/wiki/Q19428713,Toledo,Castilla - La Mancha,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=888
9500029,LAVERNE,LAVERNE,"420,789,372,090,001","-106,992,073,099,997",EBRO,BARRANCO DE LA PARADA,,,,Zaragoza,Aragón,Presa de materiales sueltos zonificada o de núcleo,403,"14,1",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2840
4130046,"VEGA DEL JABALON, LA","VEGA DEL JABALON, LA","387,610,742,730,001","-378,659,975,599,993",GUADIANA,RIO JABALON,,,,Ciudad Real,Castilla - La Mancha,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1134
3450007,NAVALCAN,NAVALCAN,"400,482,099,480,001","-514,236,058,399,996",TAJO,RÍO GUADYERBAS,,,,Toledo,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=864
5140036,CORDOBILLA,CORDOBILLA,"373,492,563,180,001","-472,116,142,999,994",GUADALQUIVIR,RÍO  GENIL,,,,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón vibrado),"21,825","4,525",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1458
4060082,"MOLINOS DE MATACHEL, LOS","MOLINOS DE MATACHEL, LOS","385,329,287,000,001","-612,167,919,199,993",GUADIANA,RIO MATACHEL,,,,Badajoz,Extremadura,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1007
7020005,"TALAVE, EL",Talave Reservoir,"385,085,969,190,001","-186,470,514,699,994",SEGURA,RIO MUNDO,https://www.google.com/search?kgmid=/g/122sg9_l,,https://www.wikidata.org/wiki/Q5830460,Albacete,Castilla - La Mancha,Presa de fábrica de mampostería,"512,399,999,999,999",46,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2007
9260019,PAJARES,Pajares Reservoir,"420,890,324,270,001","-261,013,101,999,993",EBRO,RÍO DE PIQUERAS,https://www.google.com/search?kgmid=/g/122dlpn_,,https://www.wikidata.org/wiki/Q8775368,La Rioja,La Rioja,Presa de materiales sueltos homogénea,1233,73,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2679
7020003,CAMARILLAS,Camarillas Reservoir,"383,399,580,770,001","-164,879,497,099,997",SEGURA,RIO MUNDO,,,https://www.wikidata.org/wiki/Q30908875,Albacete,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón vibrado),"35,736","43,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2005
2490019,NUESTRA SEÑORA DEL AGAVANZAL,NUESTRA SEÑORA DEL AGAVANZAL,"419,780,455,630,001","-614,139,184,999,993",DUERO,RÍO TERA,,,,Zamora,Castilla y León,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=486
5410035,GERGAL,GERGAL,"375,672,733,050,001","-604,905,378,099,994",GUADALQUIVIR,RIVERA DE HUELVA,,,,Sevilla,Andalucía,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1678
2240009,CASARES DE ARBAS,CASARES DE ARBAS,"4,292,752,926","-575,913,376,799,997",DUERO,RÍO CASARES,,,,León,Castilla y León,Presa de fábrica de arco-gravedad,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=293
3190017,"ATANCE, EL",El Atance reservoir,"41,075,332,577","-278,506,228,099,997",TAJO,RÍO SALADO,https://www.google.com/search?kgmid=/g/1217c8pr,,https://www.wikidata.org/wiki/Q6429110,Guadalajara,Castilla - La Mancha,Presa de fábrica de gravedad (hormigón compactado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=753
8460004,FORATA,Forata reservoir,"39,340,702,734","-0,86476747599994",JUCAR,RÍO MAGRO,https://www.google.com/search?kgmid=/g/1238s588,,https://www.wikidata.org/wiki/Q8775337,València/Valencia,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),"389,199,999,999,999","68,4",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2301
3280046,"PINILLA, LA",Pinilla Reservoir,"40,944,954,572","-377,411,887,299,996",TAJO,RÍO LOZOYA,https://www.google.com/search?kgmid=/g/12333j1q,,https://www.wikidata.org/wiki/Q8775372,Madrid,Comunidad de Madrid,Presa de fábrica de gravedad (hormigón vibrado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=823
1330010,ARBON,ARBON,"434,770,926,850,001","-673,016,840,999,998",CANTABRICO OCCIDENTAL,RÍO NAVIA,,,,Asturias,Principado de Asturias,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=140
1320015,"CONCHAS, LAS","CONCHAS, LAS","41,944,252,453","-803,492,920,899,993",MIÑO-SIL,RÍO LIMIA,,,,Ourense,Galicia,Presa de fábrica de gravedad (hormigón vibrado),551,48,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=100
9010018,URRUNAGA,Urrunaga Reservoir,"42,957,875,626","-265,412,456,499,996",EBRO,SANTA ENGRACIA ITSASADAR,https://www.google.com/search?kgmid=/g/11cn8xwy6q,https://www.openstreetmap.org/relation/27568787,https://www.wikidata.org/wiki/Q20894837,Araba/Álava,País Vasco,Presa de fábrica de contrafuertes,548,31,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2379
9010019,URRUNAGA,Urrunaga Reservoir,"42,963,849,521","-263,778,333,499,994",EBRO,,https://www.google.com/search?kgmid=/g/11cn8xwy6q,https://www.openstreetmap.org/relation/27568787,https://www.wikidata.org/wiki/Q20894837,Araba/Álava,País Vasco,Presa de fábrica de contrafuertes,"548,5","13,5",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2380
6110002,CHARCO REDONDO,Charco Redondo Reservoir,"362,322,004,530,001","-554,416,164,299,994",CUENCAS MEDITERRANEAS ANDALUZAS,RÍO DE LAS CAÑAS O PALMONES,,,https://www.wikidata.org/wiki/Q5830606,Cádiz,Andalucía,Presa de materiales sueltos zonificada o de núcleo,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1939
8460013,LORIGUILLA,Loriguilla Reservoir,"396,655,252,350,001","-0,91324766799994",JUCAR,RIO TURIA O GUADALAVIAR,https://www.google.com/search?kgmid=/g/120jr2sj,,https://www.wikidata.org/wiki/Q8775356,València/Valencia,Comunitat Valenciana,Presa de fábrica de gravedad (hormigón vibrado),"322,5","7,867",https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2308
5410131,PUEBLA DE CAZALLA,PUEBLA DE CAZALLA,"371,297,715,490,001","-524,330,867,699,996",GUADALQUIVIR,RÍO  CORBONES,,,,Sevilla,Andalucía,Presa de fábrica de gravedad (hormigón compactado),,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1773
2090010,UZQUIZA,UZQUIZA,"42,304,453,472","-336,854,357,999,994",DUERO,RÍO ARLANZÓN,,,,Burgos,Castilla y León,Presa de materiales sueltos homogénea,,,https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=259
